candidate_id,L1_mm,L3_mm,L4_mm,theta1_deg,theta2_deg,mu,BF_XGB,Delta_BF_XGB,BF_RSM,Delta_BF_RSM
146,38.31568997342552,141.96637664885202,161.28463521986228,35.70035412730675,145.51219924966546,0.3,1.5133795,28.098597,1.5316647708596642,28.188433464273178
147,40.20672402471538,141.17262820482028,159.44358832592624,31.49565851660959,139.92159315454035,0.3,1.4834849,27.295206,1.500153538213079,27.443964229460622
148,39.389114603050466,140.81333830437234,159.60049531700923,19.73439281126344,153.89080461216156,0.3,1.5850713,28.710728,1.6461106665495095,29.104759368852346
149,35.2161207988033,140.90827560467463,159.87242039400346,19.288119859989344,142.0537089479383,0.3,1.5350418,27.422459,1.5578484352387196,27.541778032781043
150,43.26291924194358,139.15727370638214,158.75246558940162,21.092462620459322,149.02222301049048,0.3,1.5515717,28.329145,1.5875402207327238,28.467030991829407
151,43.961607718397666,139.22197436444824,153.75962766319427,29.323879740678873,143.15719553538293,0.3,1.5433476,28.04723,1.5543514205465025,28.44139730638118
152,36.402490889986105,138.32080914122375,153.7773593573065,21.357331523907867,138.62299351413048,0.3,1.536907,27.659876,1.559969590768083,27.861750794380786
153,40.540361435390494,141.87780151239292,157.00359654908112,23.082105705183963,139.0226617467983,0.3,1.5182089,27.33233,1.53788971319868,27.40483809212478
154,36.085757411354436,138.77431752981667,158.90601312136334,28.56260012072933,140.55544499004685,0.3,1.4976465,27.39125,1.5161354264451172,27.648422191412752
155,41.722400930398116,141.06074565663448,152.29717971393006,29.323045363040613,137.314885778735,0.3,1.5194612,27.606352,1.5405197208216523,27.899292615156316
156,37.812337838390086,138.83961549228277,157.46403171529002,34.494656804742476,147.88280786044618,0.3,1.551597,28.603739,1.5737820096030228,29.077440894802795
157,41.594226346919015,138.48273365726791,160.87133502896478,26.736352898542876,152.83917695844053,0.3,1.5509301,28.69965,1.5871871408261402,28.888043326857673
158,42.269946142868825,140.81797184273864,153.2601879163352,33.55608903758748,147.43732711134297,0.3,1.5743661,28.979912,1.6006622814640954,29.34101377063909
159,42.68647491917657,142.515479463946,155.12944625704253,19.590540919881583,150.5054524189364,0.3,1.6133296,29.003134,1.6527963596313584,29.0933339620758
160,36.077409459558964,139.93007217551704,161.86750018060346,28.84352957574861,143.5120198253529,0.3,1.4902732,27.345364,1.518893149991869,27.661062906637728
161,44.16011845137608,142.7461375440633,155.28872412268754,26.59082906414307,140.65777773469242,0.3,1.5289968,27.660446,1.5476228821255686,27.790508690086288
162,37.30213990894881,138.20153569085275,152.28747765147816,36.49314444824357,138.99790672897504,0.3,1.5114636,28.000216,1.5450086039676028,28.670388749116004
163,35.3741255617618,140.47869504186534,158.83640141159916,32.405705538852665,147.54447137060808,0.3,1.5476004,28.497293,1.5808915878802212,28.816104160680442
164,40.548524693914835,138.8838222054263,161.82637024846068,31.830570094954687,135.3596910510121,0.3,1.441198,26.69784,1.4254724788419075,26.449936920320614
165,38.709222838624385,139.72890244334087,154.30659789199703,36.09641855982617,137.4317860860268,0.3,1.4980348,27.782532,1.5166978806134725,28.058477706793358
166,43.29789743132413,138.26865864099867,154.16067451026777,22.954912767616758,150.66722442311445,0.3,1.5839113,29.06297,1.6279300719360017,29.33172997270424
167,43.08251472064302,138.32673743601,156.31882568952298,33.15663692032278,150.99582975435527,0.3,1.5578834,29.046585,1.5876652369209134,29.393945019730314
168,38.17138892822715,141.71406843505474,157.35907369855084,35.3237406760864,148.85869143043953,0.3,1.5643412,28.786518,1.5963109131474194,29.212028688295792
169,44.52899395069745,141.42270038765932,160.14690909765926,37.855025661403374,139.98602825326003,0.3,1.4549325,27.363174,1.4661122099915262,27.424250340133998
170,37.90917838140118,139.19167725655583,161.9348672862616,26.58199720980828,143.87449431167707,0.3,1.4963968,27.450865,1.5170398742785043,27.59339465877237
171,40.150571292317146,142.6557448872901,160.13023972398014,31.318067245864462,137.76365229041136,0.3,1.4760752,27.001,1.4864341160110515,27.047037647736314
172,37.55965090567603,141.58988468015994,154.90907793417085,21.768931671702504,147.1891591075538,0.3,1.6021366,28.786963,1.6366639009258144,28.926186298151517
173,44.36043570048963,139.8308655011586,159.86169888697057,29.179325645410486,145.74557440590942,0.3,1.5118898,27.870865,1.527176269236676,27.980583150848535
174,36.64607817582018,140.18826589356058,158.30871019579496,26.910902293531333,152.41013356729238,0.3,1.5855287,28.924788,1.6317223284265627,29.33322640516616
175,35.44910619392329,139.6127789846576,156.90951416430087,20.757646289231865,150.307491673966,0.3,1.5989074,28.918608,1.6434770739114035,29.146662053991616
176,39.35097060003038,142.3029910585195,158.346661405957,36.35442855521893,140.3244314876762,0.3,1.4958808,27.62336,1.5149676320265284,27.884668867246507
177,44.92375564055837,140.61979967148966,156.39764602250597,36.03801321307673,136.4422643209185,0.3,1.484823,27.327808,1.4677883245739274,27.325160371761644
178,43.916772662549135,138.82653794027627,158.32210087193374,37.17128330890109,144.55144815337334,0.3,1.4856135,27.999456,1.5082500080435803,28.3344107906802
179,42.486080194569496,139.15856872808894,159.3682529632428,21.60246257344533,148.91467697580094,0.3,1.5520802,28.341997,1.5824399298500174,28.40747399805247
180,43.90792490878525,139.63289536693844,152.13721602531203,18.377936696238656,142.62060914489524,0.3,1.5655077,27.916576,1.5950347628686865,28.32196989270457
181,43.934466396978635,140.1657658731384,158.16236732116786,32.855640996311976,154.89264857847195,0.3,1.5676904,29.131693,1.6095837769639316,29.56561076532252
